user_id,article_id,rating
26,1740,1
26,1310,1
26,47,1
26,1305,1
26,541,3
26,1634,1
26,1479,2
26,412,1
26,2762,1
26,301,1
26,947,5
26,1615,1
26,2480,1
26,1896,1
26,1249,1
26,1769,1
26,2396,1
26,807,1
26,1396,5
26,1795,1
26,2781,1
26,249,1
26,2065,1
26,804,1
26,200,1
26,2258,1
26,109,1
26,2555,1
26,967,1
26,1319,1
26,1365,1
26,1998,1
26,1425,1
26,1862,1
26,1150,2
26,334,2
26,911,1
26,2333,3
26,910,1
26,1906,1
26,188,2
26,2647,5
26,518,1
26,969,1
26,1578,1
26,2361,5
26,2268,1
26,1419,1
26,551,1
26,1162,2
27,2739,1
27,2570,1
27,840,3
27,960,2
27,839,1
27,1060,1
27,1704,3
27,1535,5
27,228,5
27,2625,2
27,554,3
27,974,5
27,2523,1
27,2150,1
27,144,1
27,271,1
27,630,1
27,43,2
27,1744,1
27,2903,3
27,2460,4
27,1021,2
27,226,1
27,1113,2
27,2637,4
27,678,1
27,278,1
27,780,1
27,774,2
27,574,2
27,97,1
27,153,4
27,907,1
27,245,1
27,747,5
27,2278,5
27,1862,1
27,1759,1
27,112,2
27,1485,1
27,1317,4
27,2401,2
27,689,1
27,2015,1
27,931,5
27,1531,4
27,2549,1
27,934,2
27,1120,4
27,544,2
28,800,1
28,2776,1
28,2562,1
28,1134,1
28,1767,1
28,275,1
28,1091,1
28,2906,2
28,1785,1
28,2521,1
28,365,1
28,325,1
28,2567,1
28,1405,1
28,968,1
28,911,1
28,1172,1
28,221,1
28,82,1
28,1119,1
28,2359,1
28,2319,1
28,2757,1
28,2836,1
28,722,2
28,2299,1
30,412,1
30,1147,1
30,104,1
30,1095,1
30,541,1
31,1759,1
31,2827,1
31,328,1
31,2324,1
31,2883,1
31,1562,1
31,2581,1
31,1530,1
31,2559,1
32,1205,1
32,149,1
32,2934,1
32,481,1
32,644,1
32,2915,1
32,2594,1
32,1148,1
32,2865,1
32,1479,1
32,1370,1
32,188,1
32,911,1
32,1801,1
32,156,1
32,93,1
32,1404,1
32,2797,1
32,2568,1
32,1461,2
32,815,1
32,383,1
32,2884,1
32,1940,1
32,1907,1
32,107,1
32,2616,1
32,1872,1
32,1301,1
32,1698,2
32,1852,1
32,1619,1
32,1030,1
32,1464,1
32,200,1
32,172,1
32,16,1
33,2568,1
33,1389,1
33,717,1
33,527,1
33,2495,1
33,1904,1
34,365,1
34,808,1
34,1785,1
34,2512,2
34,383,1
34,1650,1
34,1414,1
34,2361,1
34,911,1
34,345,1
34,1867,2
34,1191,1
34,2935,1
34,2178,1
34,2728,1
34,618,1
34,921,1
34,481,1
34,686,1
34,1940,1
34,504,1
34,1651,1
34,2680,1
34,2970,1
34,1652,1
34,1727,1
34,1502,1
34,1782,1
34,1855,3
35,221,1
35,260,1
35,2552,1
35,2178,1
35,736,1
35,1016,1
35,602,1
35,2091,1
36,1534,1
36,1170,1
36,430,1
36,1946,1
36,2129,1
36,2649,1
36,227,1
36,1301,1
36,992,1
36,1633,1
36,1997,1
36,967,1
36,234,1
36,1612,1
38,712,1
38,2597,1
38,142,2
38,401,1
38,1829,3
38,2286,2
38,809,2
38,1997,2
38,1481,2
38,1426,3
38,721,1
38,1368,4
38,186,5
38,2513,1
38,967,1
38,2045,3
38,1360,3
38,698,1
38,2968,5
38,887,1
38,230,1
39,1782,1
39,2743,1
39,1784,1
39,1256,1
39,967,1
39,2564,1
39,389,1
39,1867,1
39,1433,1
39,639,1
40,383,1
40,2713,1
40,1562,1
40,1179,1
40,2512,1
40,2895,1
41,2392,1
41,221,1
41,1945,5
41,501,2
41,1536,5
41,110,2
42,2197,2
42,408,1
42,1407,1
42,1148,1
42,2322,1
42,286,1
42,2268,1
42,1946,1
42,2451,1
42,58,2
42,1205,1
42,669,1
42,2874,1
42,2683,1
42,1889,1
42,275,1
42,618,1
42,1288,1
42,271,1
42,1652,1
42,2460,1
42,1536,1
42,2789,1
42,2210,1
42,2970,1
42,2273,2
42,1790,1
42,522,1
42,1414,1
42,1228,1
42,2660,2
42,2581,1
42,872,1
42,484,1
43,1782,1
43,6,3
43,2874,1
43,1536,2
43,190,3
43,2488,3
43,467,5
43,1684,3
43,1139,3
43,2211,1
43,2517,3
43,2021,1
43,366,1
43,1320,1
43,322,3
43,1358,1
43,1414,1
43,2717,1
43,1867,1
43,1630,2
44,956,2
44,221,1
44,1529,1
44,467,1
44,2388,1
44,2345,2
44,2813,1
44,1597,1
44,612,1
44,1777,1
44,191,1
44,2115,1
44,2781,3
44,733,3
44,2209,1
44,1103,1
44,2317,3
44,2709,1
44,1490,1
44,226,2
44,812,3
44,1892,1
44,1944,1
44,776,3
44,826,1
44,2248,1
44,561,1
44,2003,1
44,1755,1
45,2555,1
45,2396,1
45,1755,3
45,1403,1
45,2062,1
45,920,1
45,624,1
45,1940,1
45,2651,1
45,1301,1
45,1432,1
45,2458,1
45,271,1
45,2218,1
45,2388,1
45,2906,1
45,598,1
45,121,1
47,2948,1
47,2903,1
47,504,1
47,2660,1
47,1433,1
47,2447,1
47,562,1
47,2654,1
48,2462,1
48,2627,2
48,1183,1
48,2161,1
48,618,2
48,678,2
48,2277,5
48,2388,1
48,1209,2
48,648,1
48,967,3
48,2880,2
48,1476,2
48,1588,1
48,1651,2
48,428,5
48,583,1
48,219,1
48,598,4
49,1539,1
49,82,1
49,1047,1
49,2239,1
49,882,1
49,2641,1
49,2883,1
49,901,1
49,455,3
49,777,1
49,1922,1
49,1562,1
49,2313,1
50,1272,1
50,2934,1
50,759,1
50,566,1
50,2807,1
50,1383,1
50,188,1
50,2065,3
50,1148,2
50,2597,1
50,412,1
50,2660,1
50,1012,1
50,1139,2
50,1135,1
50,944,1
50,2833,1
50,2150,1
50,1419,5
50,1232,1
50,2307,1
50,257,1
50,2613,1
50,967,2
50,2158,1
50,1795,1
50,2168,1
50,1488,3
50,2836,1
50,1308,1
52,653,1
52,389,1
52,911,1
52,2717,1
52,2388,1
52,1520,1
53,1712,1
53,2653,1
53,2436,1
53,1330,1
53,1604,3
53,1261,3
53,1294,1
53,3,1
53,2733,1
53,2240,1
53,206,2
53,1505,1
53,420,1
53,2709,1
53,2260,1
53,1911,5
53,2903,2
53,2136,1
53,275,1
53,169,1
53,1581,1
53,2456,1
53,1124,1
53,177,1
53,351,1
53,967,1
53,901,1
53,2864,3
53,976,3
53,1838,1
54,1663,1
54,886,2
54,2585,1
54,943,5
54,2638,1
54,2866,1
54,72,1
54,2518,1
54,2058,1
54,1366,2
55,2781,5
55,1598,2
55,2554,2
55,1631,1
55,1673,1
55,2684,1
55,740,1
55,2563,2
55,506,1
55,890,1
55,75,1
55,1698,1
55,1852,1
55,737,1
55,271,1
55,2333,1
55,967,1
55,467,1
56,920,1
56,1706,1
56,290,1
56,2767,1
56,998,1
56,2183,1
57,68,1
57,2268,1
57,2793,2
57,174,3
57,1089,2
57,2934,2
57,1011,1
57,1425,1
57,1861,3
57,1539,1
57,1736,1
57,790,1
57,2769,3
58,1193,1
58,1752,1
58,456,1
58,319,1
58,156,1
58,1892,5
58,800,1
58,1502,1
58,141,1
58,967,1
58,978,2
59,1928,1
59,710,1
59,518,1
59,1830,1
59,1716,3
59,2170,3
59,2528,3
60,2835,1
60,1954,1
60,2817,2
60,2425,1
60,2435,2
61,2115,1
61,1398,1
61,1150,1
61,1994,1
61,467,1
61,2450,1
61,792,1
61,2563,1
61,597,1
61,1139,1
61,215,1
61,911,1
61,1021,1
62,2324,3
62,799,2
62,301,1
62,122,1
62,1031,1
62,2641,1
62,1715,1
63,2360,1
63,1656,1
63,1497,1
63,1716,1
63,2052,1
63,1692,1
64,968,1
64,830,1
64,2645,1
64,2582,1
64,2928,1
64,504,5
64,2140,1
64,1916,1
64,82,1
64,345,2
64,958,4
64,580,2
64,2934,1
64,789,1
64,1634,1
64,1114,1
64,1488,2
64,1220,1
64,491,1
64,2248,1
64,1783,2
64,2976,1
64,2051,1
64,1865,1
64,804,1
64,1383,1
64,1825,1
64,583,5
64,541,1
64,80,1
64,790,1
64,2361,1
64,1697,1
64,1479,1
64,2502,1
64,2437,1
64,319,1
64,94,1
65,2036,1
65,147,1
65,209,1
65,2047,1
65,1617,1
65,1837,3
65,382,2
65,731,1
65,481,3
65,2855,1
65,804,1
65,2686,1
65,115,3
65,1736,1
65,2674,3
66,1631,3
66,2928,1
66,2444,1
66,1127,1
66,1998,1
66,2407,1
66,369,1
66,2876,1
66,1189,2
66,456,3
66,1700,1
67,1545,3
67,967,1
67,2865,1
67,2831,1
67,410,1
67,857,1
67,1096,1
67,1486,2
67,292,1
67,644,1
68,2880,1
68,1203,3
68,688,1
68,1249,1
68,1450,1
68,2671,1
68,1872,1
68,967,1
68,2324,1
68,1433,1
68,2825,1
68,2368,1
68,943,1
68,605,1
68,1193,1
68,1592,1
68,1870,1
71,2324,1
71,2781,1
71,2392,1
71,2839,1
71,520,1
72,2594,1
72,2915,1
72,1404,1
72,2322,1
72,2324,1
72,1960,1
72,467,1
72,15,1
72,697,1
73,2791,1
73,1597,5
73,2545,2
73,669,1
73,1378,1
73,831,2
73,1752,1
73,1778,1
73,804,1
73,2460,2
73,2426,1
73,1320,2
73,282,3
73,661,1
73,2790,1
73,130,2
73,221,1
73,967,2
73,1526,1
73,2013,1
73,1744,1
74,979,1
74,2253,3
74,730,1
74,967,1
74,1403,1
74,1148,1
74,2709,1
74,1634,1
74,1892,1
74,2607,3
74,944,1
74,1904,1
74,1157,1
74,618,1
74,911,3
74,2346,1
74,518,3
74,2359,1
74,1821,1
74,726,1
74,1445,1
74,830,1
74,1497,3
74,2361,1
74,394,1
75,467,1
75,1755,1
75,2212,1
75,257,1
75,2913,1
78,2955,3
78,575,3
78,1238,3
78,738,2
78,2502,1
78,286,1
78,1270,3
78,1684,1
78,1031,1
78,697,1
78,292,3
78,1021,3
78,271,1
79,1939,1
79,849,1
79,1979,2
79,609,1
79,997,5
79,790,5
79,2495,1
79,1556,1
79,2480,5
79,736,1
79,651,5
79,1173,1
79,2104,1
79,2294,2
80,579,2
80,591,2
80,1292,1
80,2814,1
80,2717,2
80,1612,1
81,996,1
81,1041,1
81,546,1
81,1745,1
81,1309,1
81,785,1
81,1398,1
81,95,1
81,2102,1
81,554,1
81,153,1
83,2866,1
83,1102,1
83,1954,1
83,1847,1
83,2147,1
83,2435,1
83,1971,1
83,480,1
83,2287,1
83,1523,1
83,439,1
83,2460,1
83,2730,1
84,2903,1
84,286,1
84,2273,1
84,496,1
84,2451,1
84,1904,1
84,2874,1
84,2361,1
85,1562,1
85,1358,1
85,2342,1
85,1761,1
85,1238,1
85,1986,1
85,1578,1
85,978,1
85,800,3
85,890,1
85,75,1
85,2488,3
85,1852,1
85,1960,1
85,2095,1
85,2125,1
85,47,1
85,2660,1
85,1825,1
85,1389,1
85,200,1
85,2568,1
85,456,1
85,2943,1
85,2974,3
86,2443,1
86,15,1
86,1074,1
86,2069,3
86,2219,1
86,350,1
86,719,1
86,1305,1
86,1489,1
86,2707,5
86,234,2
86,1392,1
86,1234,2
86,2402,1
86,2708,1
86,2696,1
86,840,1
86,2367,1
86,2046,5
86,229,1
86,1903,2
86,1736,3
86,948,1
86,433,1
86,128,4
86,1507,1
86,807,1
86,1993,2
86,1141,1
86,2905,1
86,2934,1
86,1834,3
86,962,1
86,2061,1
86,2150,1
86,1024,2
86,755,1
86,1,1
86,835,1
86,2527,1
86,2597,1
86,678,1
86,2487,1
86,206,1
86,974,1
86,367,1
86,2509,1
86,1403,1
86,2776,1
86,781,2
86,1195,1
86,2060,1
86,1820,1
86,951,1
86,2969,1
86,271,1
86,559,1
86,450,2
86,544,1
86,2824,1
86,2396,5
86,73,1
86,1928,1
86,174,1
86,2494,1
86,1317,1
86,1365,1
86,1604,1
86,2955,1
86,2855,1
86,1615,1
86,804,1
86,1374,2
86,227,1
86,1970,1
86,763,1
86,2647,1
88,1944,1
88,1034,1
88,1322,1
88,2062,1
88,1458,1
88,2326,1
88,712,1
88,958,1
88,382,1
88,149,1
88,504,1
88,792,1
88,188,1
88,1904,1
88,1617,1
88,2974,1
88,1811,1
89,2441,1
89,510,1
89,1630,2
89,382,1
89,2627,1
89,1476,2
89,1425,1
89,1964,1
89,1652,1
89,2347,1
89,2027,1
89,2156,1
89,190,1
89,2462,2
89,2020,1
89,2313,2
89,1651,1
89,589,1
89,1924,1
89,1782,2
89,1256,1
89,1670,1
89,293,1
89,1336,4
89,1855,1
89,311,1
89,2388,1
89,2884,1
89,773,1
89,1867,1
89,2847,1
89,1584,1
89,2054,2
89,2017,2
89,2263,2
89,1021,1
89,2564,1
91,1715,1
91,2193,1
91,2484,1
91,1262,1
91,600,1
91,737,1
91,804,1
91,1205,1
91,1151,1
91,2361,1
91,2660,1
91,504,1
91,1315,1
91,2790,1
92,1809,1
92,1392,1
92,1141,2
92,2847,1
92,1095,1
92,1404,1
92,1393,1
92,2095,1
93,504,1
93,2178,1
93,2062,1
93,2091,1
93,1016,1
93,2168,1
93,1335,1
93,2641,2
94,2871,1
94,2955,1
94,2324,1
94,1562,1
94,1249,1
95,908,1
95,301,1
95,1425,1
95,2964,1
95,382,1
96,2392,1
96,2320,1
96,2255,2
96,2167,2
96,2781,1
96,2067,1
97,982,1
97,2906,1
97,626,1
97,580,1
97,647,1
97,1761,2
97,456,1
97,2031,1
97,2560,1
97,1021,5
97,1119,1
97,2895,1
97,1404,1
97,345,1
97,411,1
97,978,2
98,1433,1
98,520,1
98,2324,1
98,905,1
98,631,1
98,921,1
98,978,1
98,508,1
98,1782,1
98,1630,1
98,1425,1
98,1867,1
98,293,1
98,456,1
98,311,1
101,2490,1
101,2646,1
101,1507,1
101,1472,1
101,252,1
101,2855,1
102,2232,1
102,2882,1
102,1635,1
102,1769,1
102,281,2
102,615,1
102,1445,1
102,685,1
102,2966,1
102,2886,1
102,710,1
102,1006,4
102,2441,1
102,2950,1
104,491,1
104,2922,1
104,104,1
104,2158,1
104,883,1
104,618,1
104,979,1
104,2762,1
104,2041,1
104,712,1
104,1904,1
104,365,1
104,2642,1
104,2293,1
104,2180,1
106,1949,2
106,2418,2
106,911,5
106,365,2
106,618,1
106,1045,2
106,1671,2
107,16,1
107,1970,1
107,1404,1
107,105,1
107,1737,1
107,410,1
107,1562,1
108,345,2
108,528,1
108,2041,1
108,155,1
108,2709,1
108,2031,1
108,790,2
108,820,1
108,467,1
108,2715,1
108,481,1
108,491,1
108,1781,1
108,828,1
108,2689,1
108,1000,1
108,1727,5
108,1389,1
109,1476,1
109,115,1
109,589,1
109,2263,1
109,293,1
109,311,4
109,2462,1
109,2350,1
109,1584,1
109,2717,1
109,1636,1
109,2830,1
109,1924,1
109,2884,1
109,631,2
109,1867,5
109,2133,1
109,2688,1
109,921,1
109,1031,1
111,1755,1
111,2365,1
111,1272,1
111,2140,1
111,2701,1
111,2067,1
111,2833,2
111,256,1
111,1159,2
111,1675,1
111,1346,1
111,2373,1
112,1476,2
112,651,1
112,1049,1
112,2392,1
112,1630,1
112,2669,2
112,419,2
112,2867,1
112,197,1
112,2839,1
112,2025,1
112,2529,1
112,216,1
113,504,1
113,950,1
113,948,5
113,110,1
113,2607,1
113,1343,1
113,1862,1
113,1957,1
113,2662,1
113,2331,1
113,169,1
113,577,1
113,1972,1
113,2463,1
113,1641,1
113,1678,3
113,998,1
113,1323,5
113,2675,1
113,72,1
113,2826,5
113,562,5
113,1779,1
113,2640,1
113,2517,1
113,1787,1
113,2803,5
113,1640,3
113,456,1
113,1243,1
113,2251,2
113,2126,3
113,2002,1
113,2576,1
113,2563,1
113,1560,1
113,864,1
113,1529,1
113,1894,1
113,1290,1
113,1885,1
113,2154,5
114,1539,1
114,2976,1
114,600,1
114,184,2
114,884,2
114,1031,1
114,2350,2
114,456,1
114,130,1
115,1055,3
115,488,1
115,1964,1
115,2514,3
115,556,2
115,256,5
115,698,5
115,236,1
115,2181,3
115,46,3
115,2448,4
115,589,1
115,1786,3
115,1945,2
115,1782,2
115,68,2
115,1435,3
116,188,1
116,2581,1
116,2324,1
116,2036,1
116,2563,1
116,2054,2
116,122,1
116,1924,1
117,1389,2
117,454,1
117,2218,1
117,1177,2
117,2885,1
117,321,2
117,2563,1
117,863,2
117,2392,1
117,367,1
117,789,1
117,1786,5
117,2663,1
117,215,2
117,1008,2
117,2630,4
117,2299,5
117,2520,2
117,2710,4
117,1526,1
117,81,5
117,1663,1
117,1631,2
117,2725,1
117,2512,2
117,26,1
118,833,1
118,1872,1
118,122,1
118,2717,1
118,235,1
118,1425,1
119,2552,1
119,2219,1
119,1081,1
119,1720,1
119,2309,1
119,2445,1
119,965,1
119,1991,1
119,2660,1
119,1298,1
119,1060,1
119,1929,1
119,1432,1
119,2047,1
119,1403,3
119,2709,1
119,618,1
119,69,1
119,2448,1
119,2686,3
119,1148,1
119,1021,1
119,1891,1
119,2386,1
120,2686,1
120,2660,1
120,2853,1
120,944,1
120,1224,1
122,1872,1
122,1521,1
122,164,1
122,2216,1
122,516,1
122,1867,1
123,1781,1
123,2641,1
123,685,1
123,2322,1
123,1908,1
123,1047,1
123,1700,1
123,508,1
123,1536,1
124,2429,5
124,1815,1
124,438,1
124,1148,1
124,2480,1
124,1838,1
124,2543,1
124,1200,1
124,850,2
124,1388,1
124,2812,1
124,1745,2
124,1908,1
124,1631,1
124,1014,1
124,955,1
124,1991,1
124,1992,5
124,1367,1
124,2645,1
124,2256,1
124,2126,1
124,2661,1
124,540,1
124,271,1
124,1904,1
124,1482,1
124,2853,1
124,486,1
124,2299,1
124,2011,1
125,2295,4
125,2321,1
125,942,1
125,282,1
125,2666,5
125,1156,1
125,2411,1
125,2750,1
125,1659,1
125,2466,2
125,455,1
126,1755,1
126,1425,1
126,2333,3
126,1228,1
126,2398,1
126,690,5
126,1803,1
126,282,1
126,1955,1
126,2694,1
126,2515,1
126,2426,1
126,2607,1
126,252,1
126,2934,1
126,2293,1
126,618,1
127,690,1
127,2407,1
127,618,1
127,115,1
127,1216,1
127,2543,3
127,1562,1
127,1818,1
127,2885,1
127,1193,1
127,456,2
127,82,1
127,944,1
127,584,1
127,876,1
127,1652,2
127,2895,3
127,1148,1
128,1751,1
128,2955,1
128,1825,1
128,1378,1
128,1294,1
128,1561,1
128,440,1
128,2855,1
128,2333,1
128,344,1
128,840,1
128,1159,1
128,804,1
128,2645,1
128,1249,1
129,2724,1
129,383,1
129,2178,1
129,2189,1
129,1389,1
129,289,1
129,1151,1
129,2544,1
129,2253,1
129,468,1
129,2607,1
129,2359,1
131,1368,1
131,43,1
131,1494,1
131,1752,1
131,2906,5
131,2806,1
131,2248,1
131,2726,1
132,2645,1
132,104,1
132,1416,1
132,506,1
132,93,1
132,1322,1
132,2741,1
132,820,1
132,2797,1
132,2180,1
132,1501,1
132,1960,1
132,412,1
132,2607,1
132,271,1
132,2293,1
132,365,1
132,2322,1
133,2660,1
133,629,1
133,210,3
133,72,1
133,967,1
133,2392,1
133,89,1
133,1109,1
133,943,1
133,1029,1
133,1275,1
133,882,1
133,776,1
133,1614,1
133,462,1
133,1496,1
133,2588,1
134,86,1
134,2439,1
134,1125,1
134,2218,1
134,2620,1
134,2520,1
135,792,1
135,1742,1
135,730,1
135,736,1
135,1539,1
135,2361,1
135,1812,1
135,2499,2
135,2660,1
135,280,1
135,482,1
135,1171,1
135,1096,1
135,2600,1
135,93,1
135,1279,1
135,808,1
135,184,1
135,2673,1
135,1750,2
135,2976,1
135,2180,1
135,2876,1
135,624,1
135,2111,3
135,1825,1
135,2047,1
135,1964,1
135,2796,2
135,1698,3
135,2797,1
135,1458,1
135,857,1
135,1464,1
135,1562,2
135,1652,1
135,1028,2
135,124,1
135,1322,2
135,491,1
135,1294,1
135,365,1
135,890,2
135,1671,1
135,1857,1
135,1403,1
135,2895,1
135,911,1
135,1781,2
135,1865,1
135,840,1
135,2566,1
135,2741,3
135,1634,2
135,790,1
135,606,2
136,1323,1
136,223,1
136,456,1
136,2955,1
136,504,1
136,1870,1
136,804,1
136,2660,1
136,978,1
136,1343,1
136,2396,1
136,1562,1
136,1922,1
136,412,1
136,169,1
137,1922,1
137,2512,1
137,1727,1
137,1562,1
137,1194,1
137,1200,1
138,365,5
138,2074,1
138,2036,1
138,249,5
138,1684,1
138,264,1
138,697,1
138,2939,1
138,1617,3
138,1121,1
138,1541,1
138,791,1
138,1671,1
138,873,3
138,467,1
138,908,1
138,82,1
138,2188,5
138,958,3
138,596,1
138,1675,1
138,1486,2
138,575,5
138,2324,3
138,2660,1
138,2827,1
138,884,1
138,580,1
138,81,3
138,416,3
138,1755,2
138,1330,2
139,504,1
139,2950,1
139,2876,1
139,1630,1
139,2388,1
139,944,1
139,710,1
140,502,1
140,334,1
140,456,1
140,1562,1
140,910,1
140,1185,1
142,382,1
142,1181,1
142,2818,1
142,2743,1
142,282,1
142,801,3
142,2388,1
